0.4,-61.3
0.9,-58
1.4,-55.8
1.9,-54.6
2.4,-53.7
2.9,-53.6
3.4,-53.2
3.9,-51.8
4.4,-50.6
4.9,-50.1
5.4,-50
5.9,-50.1
6.4,-49.6
6.9,-48.6
7.4,-47.7
7.9,-46.8
8.4,-46.7
8.9,-45.8
9.4,-45.6
9.9,-45.5
10.4,-45.6
10.9,-45.9
11.4,-46.4
11.9,-47
12.4,-48.3
12.9,-49.1
13.4,-49.6
13.9,-49.8
14.4,-49.6
14.9,-49.1
15.4,-49.3
15.9,-47.6
16.4,-47
16.9,-46.6
17.4,-46.2
