5.9,-48.9
6.4,-74
6.9,-59
7.4,-51.5
7.9,-47.8
8.4,-45.9
8.9,-44.5
9.4,-43.4
9.9,-42.5
10.4,-42.2
10.9,-42.4
11.4,-42.9
11.9,-43.4
12.4,-44.3
12.9,-46.3
13.4,-49.6
13.9,-54
14.4,-66
14.9,-52.8
15.4,-49.2
15.9,-46.9
16.4,-44.9
16.9,-43.1
17.4,-41.5
